idx,val1,val2,val3,val4,val5,density_min,contrast,lambda_h,lambda_11,lambda_21,lambda_51,lambda_12,lambda_22,lambda_52,lambda_13,lambda_23,lambda_53,lambda_14,lambda_24,lambda_54,lambda_15,lambda_25,lambda_55
0.0,1.0,1.0,0.0,0.0,0.0,0.2618673080379288,2.589168825052311,32.36323462665295,1.172929100896463,1.0685109059980624,1.415657743732887,8.988085740473942,10.64940154944092,8.771182413157595,8.982454119586388,10.645803923522571,8.763100891168293,8.982454119586388,10.645803923522571,8.763100891168293,8.982454119586388,10.645803923522571,8.763100891168293
