idx,val1,val2,val3,val4,val5,density_min,contrast,lambda_h,lambda_11,lambda_21,lambda_51,lambda_12,lambda_22,lambda_52,lambda_13,lambda_23,lambda_53,lambda_14,lambda_24,lambda_54,lambda_15,lambda_25,lambda_55
0.0,1.0,1.0,0.0,0.0,0.0,0.25886570631810696,2.5983863056219034,32.36193377754075,1.1857019045405095,1.0847766862635286,1.4170445192794126,8.670872076886791,10.446482690869368,8.228342792861941,8.611324101936802,10.418205454215805,8.147235504695157,8.611324101936802,10.418205454215805,8.147235504695157,8.611324101936802,10.418205454215805,8.147235504695157
