idx,val1,val2,val3,val4,val5,density_min,contrast,lambda_h,lambda_11,lambda_21,lambda_51,lambda_12,lambda_22,lambda_52,lambda_13,lambda_23,lambda_53,lambda_14,lambda_24,lambda_54,lambda_15,lambda_25,lambda_55
0.0,1.0,1.0,0.0,0.0,0.0,0.21168375310713264,0.9127218965130568,12.56475830237539,0.45893002551627676,0.512279568679129,0.7914580671499323,10.317946831355522,8.050168166838516,7.839143932735518,10.194320164284317,7.87136278716339,7.723056303606126,10.194320164284317,7.87136278716339,7.723056303606126,10.194320164284317,7.87136278716339,7.723056303606126
