idx,val1,val2,val3,val4,val5,density_min,contrast,lambda_h,lambda_11,lambda_21,lambda_51,lambda_12,lambda_22,lambda_52,lambda_13,lambda_23,lambda_53,lambda_14,lambda_24,lambda_54,lambda_15,lambda_25,lambda_55
0,1,1,0,0,0,0.29790681705634,0.974457412677047,12.5376395172378,0.467920823090761,0.456204080681206,0.786492053624035,10.937098284806,7.78334441955457,9.07228081598591,10.7686715164004,7.59327979187284,8.8526347752626,10.7686715164004,7.59327979187284,8.8526347752626,10.7686715164004,7.59327979187284,8.8526347752626
