position1,position2,t(s),position1_corr,position2_corr
1.2255859375,1.19873046875,0.454560041427612,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,0.982500791549683,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,1.23851728439331,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,1.49444007873535,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,1.75039649009705,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,2.00634407997131,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,2.26236176490784,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,2.51821780204773,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,2.77421641349792,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,3.03017997741699,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,3.28608059883118,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,3.54214787483215,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,3.79801750183105,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,4.05403876304626,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,4.30995893478394,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,4.56595087051392,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,4.82195639610291,-0.162353515625,-0.179443359375
1.2255859375,1.19873046875,5.07789278030396,-0.162353515625,-0.179443359375
1.226806640625,1.204833984375,5.60583734512329,-0.1611328125,-0.17333984375
1.23046875,1.2109375,5.8617594242096,-0.157470703125,-0.167236328125
1.234130859375,1.220703125,6.11766910552979,-0.15380859375,-0.157470703125
1.2451171875,1.23046875,6.37370538711548,-0.142822265625,-0.147705078125
1.256103515625,1.239013671875,6.62968492507935,-0.1318359375,-0.13916015625
1.2646484375,1.248779296875,6.88562917709351,-0.123291015625,-0.12939453125
1.2744140625,1.259765625,7.14155983924866,-0.113525390625,-0.118408203125
1.2841796875,1.265869140625,7.66962552070618,-0.103759765625,-0.1123046875
1.285400390625,1.26708984375,7.92552781105042,-0.1025390625,-0.111083984375
1.28662109375,1.26708984375,8.18148350715637,-0.101318359375,-0.111083984375
1.28662109375,1.26708984375,8.4373254776001,-0.101318359375,-0.111083984375
1.28662109375,1.268310546875,8.69332313537598,-0.101318359375,-0.10986328125
1.287841796875,1.268310546875,8.94924521446228,-0.10009765625,-0.10986328125
1.287841796875,1.268310546875,9.20524454116821,-0.10009765625,-0.10986328125
1.287841796875,1.268310546875,9.46119236946106,-0.10009765625,-0.10986328125
1.287841796875,1.268310546875,9.7171483039856,-0.10009765625,-0.10986328125
1.287841796875,1.268310546875,9.9731547832489,-0.10009765625,-0.10986328125
1.287841796875,1.268310546875,10.2291033267975,-0.10009765625,-0.10986328125
1.287841796875,1.268310546875,10.4850192070007,-0.10009765625,-0.10986328125
1.2890625,1.268310546875,10.7409334182739,-0.098876953125,-0.10986328125
1.2890625,1.268310546875,10.9969167709351,-0.098876953125,-0.10986328125
1.2890625,1.26953125,11.2530026435852,-0.098876953125,-0.108642578125
1.2890625,1.26953125,11.5090410709381,-0.098876953125,-0.108642578125
1.2890625,1.26953125,11.7651345729828,-0.098876953125,-0.108642578125
1.2890625,1.26953125,12.0207316875458,-0.098876953125,-0.108642578125
1.29150390625,1.28173828125,12.5486285686493,-0.096435546875,-0.096435546875
1.302490234375,1.290283203125,12.8046374320984,-0.08544921875,-0.087890625
1.3134765625,1.300048828125,13.0605986118317,-0.074462890625,-0.078125
1.322021484375,1.31103515625,13.3165543079376,-0.06591796875,-0.067138671875
1.3330078125,1.322021484375,13.57271027565,-0.054931640625,-0.05615234375
1.3427734375,1.3330078125,13.8285672664642,-0.045166015625,-0.045166015625
1.353759765625,1.343994140625,14.0844743251801,-0.0341796875,-0.0341796875
1.36474609375,1.35009765625,14.6123006343842,-0.023193359375,-0.028076171875
1.3671875,1.351318359375,14.8683133125305,-0.020751953125,-0.02685546875
1.3671875,1.351318359375,15.1242666244507,-0.020751953125,-0.02685546875
1.368408203125,1.351318359375,15.3802082538605,-0.01953125,-0.02685546875
1.368408203125,1.351318359375,15.6362488269806,-0.01953125,-0.02685546875
1.368408203125,1.3525390625,15.8920929431915,-0.01953125,-0.025634765625
1.36962890625,1.3525390625,16.1480457782745,-0.018310546875,-0.025634765625
1.36962890625,1.3525390625,16.4040369987488,-0.018310546875,-0.025634765625
1.36962890625,1.3525390625,16.6599729061127,-0.018310546875,-0.025634765625
1.370849609375,1.3525390625,16.9159247875214,-0.01708984375,-0.025634765625
1.370849609375,1.3525390625,17.1719017028809,-0.01708984375,-0.025634765625
1.370849609375,1.353759765625,17.4278719425201,-0.01708984375,-0.0244140625
1.370849609375,1.353759765625,17.683779001236,-0.01708984375,-0.0244140625
1.370849609375,1.353759765625,17.9397931098938,-0.01708984375,-0.0244140625
1.370849609375,1.353759765625,18.1957981586456,-0.01708984375,-0.0244140625
1.370849609375,1.353759765625,18.4516644477844,-0.01708984375,-0.0244140625
1.370849609375,1.353759765625,18.7076187133789,-0.01708984375,-0.0244140625
1.370849609375,1.353759765625,18.9636285305023,-0.01708984375,-0.0244140625
1.370849609375,1.353759765625,19.2195043563843,-0.01708984375,-0.0244140625
1.373291015625,1.3671875,19.7314701080322,-0.0146484375,-0.010986328125
1.387939453125,1.378173828125,19.9876801967621,0,0
1.39892578125,1.385498046875,20.2433166503906,0.010986328125,0.00732421875
1.412353515625,1.396484375,20.4993195533752,0.0244140625,0.018310546875
1.42333984375,1.40380859375,20.7552485466003,0.035400390625,0.025634765625
1.434326171875,1.41357421875,21.0112380981445,0.04638671875,0.035400390625
1.4453125,1.419677734375,21.53932929039,0.057373046875,0.04150390625
1.44775390625,1.4208984375,21.7952115535736,0.059814453125,0.042724609375
