idx,val1,val2,val3,val4,val5,density_min,contrast,lambda_h,lambda_11,lambda_21,lambda_51,lambda_12,lambda_22,lambda_52,lambda_13,lambda_23,lambda_53,lambda_14,lambda_24,lambda_54,lambda_15,lambda_25,lambda_55
0,1,1,0,0,0,0.702242997698282,0.837239824747902,16.6299149008147,0.984582608569763,0.521409955483181,1.61818036533433,24.3750555446964,17.962649088641,25.2608062591322,24.2880354170702,17.8384654458155,25.1680514502725,24.2880354170702,17.8384654458155,25.1680514502725,24.2880354170702,17.8384654458155,25.1680514502725
