time,xx_strain,yy_strain,xy_strain,measured_pos,measured_x,calculated_x,calculated_y
105,0.007271816488355398,-0.002680407022126019,0.0005562382575590163,0.18072831003289475,0.05056719744205477,0.053253999900392895,0.003096055425201865
112,0.012897422071546316,-0.005590828834101558,0.0007353491673711687,0.33087479440789475,0.10699116253852843,0.10731045363710803,0.004378296566394738
119,0.018555504269897938,-0.009637241717427969,0.0003447502967901528,0.4949273003472222,0.19624153757095347,0.17874741725731694,0.0038409595970865925
126,0.02390867378562689,-0.013259409461170435,2.2143633032101206e-05,0.6505062705592105,0.2960983743667604,0.27327117369395937,0.001455762230780689
133,0.02853432483971119,-0.017923003993928432,-0.000750638748286292,0.7997532894736843,0.42989796543121345,0.39600295479386055,-0.0054481184046463104
140,0.03362565487623215,-0.023502837866544724,-0.0019543268717825413,0.9675428602430556,0.6062719717025757,0.6062719508234862,-0.019450077089769455
147,0.03783894143998623,-0.029475312680006027,-0.0033942784648388624,1.115208675986842,0.775011757850647,0.806344973960692,-0.03427984945320064
