idx,val1,val2,val3,val4,val5,density_min,contrast,lambda_h,lambda_11,lambda_21,lambda_51,lambda_12,lambda_22,lambda_52,lambda_13,lambda_23,lambda_53,lambda_14,lambda_24,lambda_54,lambda_15,lambda_25,lambda_55
0,1,1,0,0,0,0.764534466451932,0.770338600027771,16.6460687321184,1.04908391470285,0.495339754643613,1.70540275468663,25.7514701898466,18.7844662643676,27.0361279890512,25.4992891820368,18.462778284606,26.7630014673137,25.4992891820368,18.462778284606,26.7630014673137,25.4992891820368,18.462778284606,26.7630014673137
